iso_timestamp,latency_ms
2025-11-13T06:18:27.359704,90.018
2025-11-13T06:18:27.502100,87.980
2025-11-13T06:18:27.645859,88.968
2025-11-13T06:18:27.786575,85.761
2025-11-13T06:18:27.926891,84.748
2025-11-13T06:18:28.068755,87.993
2025-11-13T06:18:28.220344,101.454
2025-11-13T06:18:28.361226,85.975
2025-11-13T06:18:28.499928,87.205
2025-11-13T06:18:28.627322,77.319
2025-11-13T06:18:28.766203,84.761
2025-11-13T06:18:28.910606,89.339
2025-11-13T06:18:29.048771,86.520
2025-11-13T06:18:29.190628,90.661
2025-11-13T06:18:29.340769,95.843
2025-11-13T06:18:29.486875,92.091
2025-11-13T06:18:29.627301,87.088
2025-11-13T06:18:29.771223,88.834
2025-11-13T06:18:29.920642,94.323
2025-11-13T06:18:30.059831,88.933
2025-11-13T06:18:30.192720,77.793
2025-11-13T06:18:30.333812,86.027
2025-11-13T06:18:30.476238,87.338
2025-11-13T06:18:30.623164,92.285
2025-11-13T06:18:30.770320,92.075
2025-11-13T06:18:30.910415,85.761
2025-11-13T06:18:31.047610,83.961
2025-11-13T06:18:31.193304,92.562
2025-11-13T06:18:31.333733,89.150
2025-11-13T06:18:31.481328,94.871
2025-11-13T06:18:31.621234,86.905
2025-11-13T06:18:31.764128,92.135
2025-11-13T06:18:31.904266,88.886
2025-11-13T06:18:32.047569,88.197
2025-11-13T06:18:32.195192,92.522
2025-11-13T06:18:32.344227,97.263
2025-11-13T06:18:32.484777,86.395
2025-11-13T06:18:32.629486,89.613
2025-11-13T06:18:32.773603,89.004
2025-11-13T06:18:32.916092,87.407
2025-11-13T06:18:33.051533,80.373
2025-11-13T06:18:33.188144,86.095
2025-11-13T06:18:33.328717,85.480
2025-11-13T06:18:33.471370,89.573
2025-11-13T06:18:33.628015,101.556
2025-11-13T06:18:33.771581,88.490
2025-11-13T06:18:33.920275,93.601
2025-11-13T06:18:34.066419,91.853
2025-11-13T06:18:34.208796,89.573
2025-11-13T06:18:34.357018,93.134
2025-11-13T06:18:34.500397,91.482
2025-11-13T06:18:34.642597,87.547
2025-11-13T06:18:34.784522,88.442
2025-11-13T06:18:34.930137,90.532
2025-11-13T06:18:35.071374,86.563
2025-11-13T06:18:35.214580,88.120
2025-11-13T06:18:35.357174,90.344
2025-11-13T06:18:35.501541,89.250
2025-11-13T06:18:35.644570,88.182
2025-11-13T06:18:35.786896,87.239
2025-11-13T06:18:35.933593,91.594
2025-11-13T06:18:36.078708,90.028
2025-11-13T06:18:36.217121,86.866
2025-11-13T06:18:36.359503,90.156
2025-11-13T06:18:36.497195,82.600
2025-11-13T06:18:36.643676,92.077
2025-11-13T06:18:36.792594,93.869
2025-11-13T06:18:36.928730,85.884
2025-11-13T06:18:37.074814,91.015
2025-11-13T06:18:37.221420,91.855
2025-11-13T06:18:37.354670,81.851
2025-11-13T06:18:37.497823,88.965
2025-11-13T06:18:37.639972,87.062
2025-11-13T06:18:37.781450,88.784
2025-11-13T06:18:37.913031,78.864
2025-11-13T06:18:38.054791,89.279
2025-11-13T06:18:38.195875,85.984
2025-11-13T06:18:38.344154,93.209
2025-11-13T06:18:38.486833,87.599
2025-11-13T06:18:38.636199,94.293
2025-11-13T06:18:38.784041,96.874
2025-11-13T06:18:38.928699,90.772
2025-11-13T06:18:39.074276,90.468
2025-11-13T06:18:39.214451,85.702
2025-11-13T06:18:39.366940,97.410
2025-11-13T06:18:39.501383,84.152
2025-11-13T06:18:39.636256,81.722
2025-11-13T06:18:39.792749,101.584
2025-11-13T06:18:39.944973,97.153
2025-11-13T06:18:40.100014,99.939
2025-11-13T06:18:40.242255,88.318
2025-11-13T06:18:40.380781,83.444
2025-11-13T06:18:40.521404,85.548
2025-11-13T06:18:40.660629,84.151
2025-11-13T06:18:40.793311,81.684
2025-11-13T06:18:40.935551,90.510
2025-11-13T06:18:41.079446,88.819
2025-11-13T06:18:41.215259,84.893
2025-11-13T06:18:41.357311,86.963
2025-11-13T06:18:41.497087,84.690
