iso_timestamp,latency_ms
2025-11-13T06:18:41.632962,78.875
2025-11-13T06:18:41.778083,90.059
2025-11-13T06:18:41.916763,86.388
2025-11-13T06:18:42.060856,89.746
2025-11-13T06:18:42.203825,89.613
2025-11-13T06:18:42.346728,92.494
2025-11-13T06:18:42.483273,84.028
2025-11-13T06:18:42.622531,86.535
2025-11-13T06:18:42.758374,82.608
2025-11-13T06:18:42.901343,91.612
2025-11-13T06:18:43.049906,93.477
2025-11-13T06:18:43.189013,84.013
2025-11-13T06:18:43.331390,87.297
2025-11-13T06:18:43.468633,82.162
2025-11-13T06:18:43.611126,86.706
2025-11-13T06:18:43.757895,91.951
2025-11-13T06:18:43.894498,85.550
2025-11-13T06:18:44.037768,88.188
2025-11-13T06:18:44.191700,94.192
2025-11-13T06:18:44.335187,90.100
2025-11-13T06:18:44.480404,90.126
2025-11-13T06:18:44.622448,90.007
2025-11-13T06:18:44.765599,89.934
2025-11-13T06:18:44.903592,85.187
2025-11-13T06:18:45.043227,84.915
2025-11-13T06:18:45.171760,76.621
2025-11-13T06:18:45.317162,93.791
2025-11-13T06:18:45.458172,90.447
2025-11-13T06:18:45.589179,75.910
2025-11-13T06:18:45.730686,89.510
2025-11-13T06:18:45.873927,88.160
2025-11-13T06:18:46.013977,85.174
2025-11-13T06:18:46.154807,85.744
2025-11-13T06:18:46.295659,88.977
2025-11-13T06:18:46.450373,99.637
2025-11-13T06:18:46.590996,89.951
2025-11-13T06:18:46.726981,83.080
2025-11-13T06:18:46.860908,82.155
2025-11-13T06:18:47.016647,101.041
2025-11-13T06:18:47.162404,93.393
2025-11-13T06:18:47.304579,86.971
2025-11-13T06:18:47.452228,92.656
2025-11-13T06:18:47.595739,88.794
2025-11-13T06:18:47.740979,93.133
2025-11-13T06:18:47.873420,79.723
2025-11-13T06:18:48.021127,92.610
2025-11-13T06:18:48.162592,87.048
2025-11-13T06:18:48.300386,82.737
2025-11-13T06:18:48.444772,89.289
2025-11-13T06:18:48.588918,89.053
2025-11-13T06:18:48.732077,88.069
2025-11-13T06:18:48.874730,88.585
2025-11-13T06:18:49.014949,88.267
2025-11-13T06:18:49.154991,87.007
2025-11-13T06:18:49.291034,85.601
2025-11-13T06:18:49.438115,92.909
2025-11-13T06:18:49.571412,82.515
2025-11-13T06:18:49.718106,91.614
2025-11-13T06:18:49.858866,88.615
2025-11-13T06:18:50.005187,95.505
2025-11-13T06:18:50.143223,85.289
2025-11-13T06:18:50.292541,99.000
2025-11-13T06:18:50.434057,86.430
2025-11-13T06:18:50.581654,94.197
2025-11-13T06:18:50.732858,96.269
2025-11-13T06:18:50.879154,91.198
2025-11-13T06:18:51.014480,80.947
2025-11-13T06:18:51.155461,85.919
2025-11-13T06:18:51.302255,92.631
2025-11-13T06:18:51.441275,84.661
2025-11-13T06:18:51.583328,87.306
2025-11-13T06:18:51.710773,74.196
2025-11-13T06:18:51.848495,86.659
2025-11-13T06:18:51.987797,86.177
2025-11-13T06:18:52.129102,88.941
2025-11-13T06:18:52.275141,91.038
2025-11-13T06:18:52.418236,89.304
2025-11-13T06:18:52.555353,85.009
2025-11-13T06:18:52.698339,87.891
2025-11-13T06:18:52.848422,94.990
2025-11-13T06:18:52.982635,79.125
2025-11-13T06:18:53.113879,81.084
2025-11-13T06:18:53.257438,88.432
2025-11-13T06:18:53.401848,89.320
2025-11-13T06:18:53.544329,91.514
2025-11-13T06:18:53.698615,99.427
2025-11-13T06:18:53.832335,79.918
2025-11-13T06:18:53.967125,80.518
2025-11-13T06:18:54.112849,93.022
2025-11-13T06:18:54.256702,92.480
2025-11-13T06:18:54.394762,83.821
2025-11-13T06:18:54.540680,91.030
2025-11-13T06:18:54.688005,92.240
2025-11-13T06:18:54.831863,88.769
2025-11-13T06:18:54.973997,87.051
2025-11-13T06:18:55.114952,89.028
2025-11-13T06:18:55.260800,90.748
2025-11-13T06:18:55.412166,98.036
2025-11-13T06:18:55.552652,85.736
2025-11-13T06:18:55.697459,90.068
